DB00050,1,Q05940,0.6056685027342432,Cetrorelix,SLC18A2
DB00050,2,P27338,0.542934737519999,Cetrorelix,MAOB
DB00050,3,P46098,0.5372646457268508,Cetrorelix,HTR3A
DB00050,4,P08913,0.40466223989799815,Cetrorelix,ADRA2A
DB00050,5,P23763,0.25891497628347626,Cetrorelix,VAMP1
DB00050,6,P14416,0.1899134874465358,Cetrorelix,DRD2
DB00050,7,P30518,0.1165537028949185,Cetrorelix,AVPR2
DB00050,8,P04818,0.07472357018223574,Cetrorelix,TYMS
DB00050,9,Q9NZV8,0.06540205650529424,Cetrorelix,KCND2
DB00050,10,P18825,0.038254225216536174,Cetrorelix,ADRA2C
DB00050,11,P21964,0.03153149220133828,Cetrorelix,COMT
DB00050,12,P35348,0.024410708067584014,Cetrorelix,ADRA1A
DB00050,13,Q9H244,0.01966894576776033,Cetrorelix,P2RY12
DB00050,14,Q14181,0.01885906745165425,Cetrorelix,POLA2
DB00050,15,P28222,0.017452914383593206,Cetrorelix,HTR1B
DB00050,16,P08908,0.014941594693455282,Cetrorelix,HTR1A
DB00050,17,P07550,0.014934373675160966,Cetrorelix,ADRB2
DB00050,18,P30542,0.014679855362045623,Cetrorelix,ADORA1
DB00050,19,O75469,0.014288259532247435,Cetrorelix,NR1I2
DB00050,20,P49286,0.013029309483133633,Cetrorelix,MTNR1B
DB00050,21,P11229,0.010800251729628708,Cetrorelix,CHRM1
DB00050,22,P05164,0.008676862810944312,Cetrorelix,MPO
DB00050,23,P15692,0.008451762866670707,Cetrorelix,VEGFA
DB00050,24,P09038,0.008394014538521092,Cetrorelix,FGF2
DB00050,25,Q9UKV0,0.0077082330100788285,Cetrorelix,HDAC9
DB00050,26,P11388,0.007501906305602068,Cetrorelix,TOP2A
DB00050,27,P07202,0.0074916545813131724,Cetrorelix,TPO
DB00050,28,Q92731,0.006891350026661255,Cetrorelix,ESR2
DB00050,29,Q07869,0.004593133668597253,Cetrorelix,PPARA
DB00050,30,P08912,0.004455546766293047,Cetrorelix,CHRM5
DB00152,1,P46098,0.12096340701485232,Thiamine,HTR3A
DB00152,2,P35348,0.04698476360972993,Thiamine,ADRA1A
DB00152,3,P08913,0.04199284029261594,Thiamine,ADRA2A
DB00152,4,P05023,0.005154336383626996,Thiamine,ATP1A1
DB00152,5,P18089,0.003796047032419477,Thiamine,ADRA2B
DB00152,6,O15554,0.0037230647122309768,Thiamine,KCNN4
DB00152,7,P35354,0.0035486903839469174,Thiamine,PTGS2
DB00152,8,P33151,0.0026053224016546303,Thiamine,CDH5
DB00152,9,P22303,0.002447010469456415,Thiamine,ACHE
DB00152,10,P62158,0.002323597016599269,Thiamine,CALM1
DB00152,11,P18825,0.002015673807569922,Thiamine,ADRA2C
DB00152,12,P03372,0.0016109665864264806,Thiamine,ESR1
DB00152,13,P21397,0.0015796673355723556,Thiamine,MAOA
DB00152,14,P08908,0.0013743252992928494,Thiamine,HTR1A
DB00152,15,Q14832,0.0012992056523975224,Thiamine,GRM3
DB00152,16,P05164,0.001189678539406072,Thiamine,MPO
DB00152,17,Q16739,0.001103953977802197,Thiamine,UGCG
DB00152,18,P23219,0.0009679117969815488,Thiamine,PTGS1
DB00152,19,P02679,0.0009234508547525545,Thiamine,FGG
DB00152,20,P30542,0.000900437827760492,Thiamine,ADORA1
DB00152,21,P30085,0.0007393652700758599,Thiamine,CMPK1
DB00152,22,P00797,0.0007192026881300943,Thiamine,REN
DB00152,23,O15111,0.0006935121644491882,Thiamine,CHUK
DB00152,24,O75469,0.0006133660323989419,Thiamine,NR1I2
DB00152,25,P30556,0.0006036023377916424,Thiamine,AGTR1
DB00152,26,P00533,0.0005568623990857167,Thiamine,EGFR
DB00152,27,P11229,0.00046916564455145123,Thiamine,CHRM1
DB00152,28,Q14524,0.0004224625218624324,Thiamine,SCN5A
DB00152,29,P32297,0.00037096640726480616,Thiamine,CHRNA3
DB00152,30,P04818,0.00033998260320211544,Thiamine,TYMS
DB00162,1,P12271,0.9994814155947134,Vitamin A,RLBP1
DB00162,2,P10745,0.9935573213197156,Vitamin A,RBP3
DB00162,3,O95237,0.9763066558660078,Vitamin A,LRAT
DB00162,4,P05091,0.34941243122714255,Vitamin A,ALDH2
DB00162,5,P09172,0.22467656026133598,Vitamin A,DBH
DB00162,6,Q16665,0.15347198672815074,Vitamin A,HIF1A
DB00162,7,Q99460,0.15166874986377474,Vitamin A,PSMD1
DB00162,8,Q99808,0.12649479521983115,Vitamin A,SLC29A1
DB00162,9,Q08289,0.05040259258373697,Vitamin A,CACNB2
DB00162,10,P12268,0.04072838070934737,Vitamin A,IMPDH2
DB00162,11,O60494,0.03534284443497239,Vitamin A,CUBN
DB00162,12,P03372,0.03437325381289645,Vitamin A,ESR1
DB00162,13,P10828,0.031339937849102634,Vitamin A,THRB
DB00162,14,Q8IVH4,0.028198172042027656,Vitamin A,MMAA
DB00162,15,P30838,0.027834241283889394,Vitamin A,ALDH3A1
DB00162,16,P04629,0.02476480081904718,Vitamin A,NTRK1
DB00162,17,P01834,0.024018381444409716,Vitamin A,IGKC
DB00162,18,P24666,0.02203067513295991,Vitamin A,ACP1
DB00162,19,P22413,0.020095899494404112,Vitamin A,ENPP1
DB00162,20,P35354,0.01955422132278603,Vitamin A,PTGS2
DB00162,21,P49419,0.01812356084040297,Vitamin A,ALDH7A1
DB00162,22,Q92781,0.016017456930202248,Vitamin A,RDH5
DB00162,23,Q9Y296,0.015747267325008495,Vitamin A,TRAPPC4
DB00162,24,Q15382,0.015154176016911254,Vitamin A,RHEB
DB00162,25,P24385,0.01418918696628591,Vitamin A,CCND1
DB00162,26,P07900,0.012669170644303653,Vitamin A,HSP90AA1
DB00162,27,P49763,0.012650509566120903,Vitamin A,PGF
DB00162,28,P43220,0.012209871019075617,Vitamin A,GLP1R
DB00162,29,Q08345,0.011631634064572849,Vitamin A,DDR1
DB00162,30,Q9UP95,0.01105278889359191,Vitamin A,SLC12A4
DB00175,1,P04035,0.2803698427125241,Pravastatin,HMGCR
DB00175,2,P05107,0.16943769451782065,Pravastatin,ITGB2
DB00175,3,P37231,0.15598004562387527,Pravastatin,PPARG
DB00175,4,P04150,0.11460448089665376,Pravastatin,NR3C1
DB00175,5,P10275,0.09749725882433061,Pravastatin,AR
DB00175,6,P27487,0.06825236101890296,Pravastatin,DPP4
DB00175,7,P20701,0.06293983245228113,Pravastatin,ITGAL
DB00175,8,P35869,0.050702209659493735,Pravastatin,AHR
DB00175,9,P06401,0.04588910965991648,Pravastatin,PGR
DB00175,10,P08235,0.02567944267688499,Pravastatin,NR3C2
DB00175,11,P11387,0.02500559122343535,Pravastatin,TOP1
DB00175,12,P03372,0.02452591253210875,Pravastatin,ESR1
DB00175,13,P35354,0.023241758789375427,Pravastatin,PTGS2
DB00175,14,P23921,0.01369495900280533,Pravastatin,RRM1
DB00175,15,P23219,0.010991673982923326,Pravastatin,PTGS1
DB00175,16,O76074,0.009216705963569861,Pravastatin,PDE5A
DB00175,17,P04818,0.007804938474329535,Pravastatin,TYMS
DB00175,18,O15554,0.00672057516052497,Pravastatin,KCNN4
DB00175,19,Q07869,0.005438866365867806,Pravastatin,PPARA
DB00175,20,P43088,0.004627952502720409,Pravastatin,PTGFR
DB00175,21,P12821,0.0039759960792973,Pravastatin,ACE
DB00175,22,P09917,0.0031122600077437483,Pravastatin,ALOX5
DB00175,23,P62158,0.003059783779478321,Pravastatin,CALM1
DB00175,24,Q00975,0.002653084837098415,Pravastatin,CACNA1B
DB00175,25,P22303,0.0025191841384006406,Pravastatin,ACHE
DB00175,26,P26358,0.002388553394610914,Pravastatin,DNMT1
DB00175,27,Q14524,0.0023801853493214827,Pravastatin,SCN5A
DB00175,28,P30542,0.0023367114579300493,Pravastatin,ADORA1
DB00175,29,Q08499,0.001947409843854909,Pravastatin,PDE4D
DB00175,30,P56696,0.0018789216656397575,Pravastatin,KCNQ4
DB00176,1,P23975,0.9659888100374406,Fluvoxamine,SLC6A2
DB00176,2,Q01959,0.9394631087017145,Fluvoxamine,SLC6A3
DB00176,3,P31645,0.8606608984307046,Fluvoxamine,SLC6A4
DB00176,4,P21397,0.45250983004341516,Fluvoxamine,MAOA
DB00176,5,Q05940,0.304835057120243,Fluvoxamine,SLC18A2
